timestamp,title,price,original_price,shipping,item_url
2025-10-31T20:20:55,Soundcore Life Q20 Wireless Over-Ear Headphones ANC Bluetooth Headset|Refurbish,US $29.99,US $59.99,Shipping info unavailable,https://www.ebay.com/itm/384235550388?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-10-31T20:20:55,Apple iPhone 14 128GB Unlocked - Excellent,US $312.95,N/A,Shipping info unavailable,https://www.ebay.com/itm/364506177072?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-10-31T20:20:55,Samsung Galaxy Buds FE True Wireless Bluetooth Earbuds Graphite - Excellent,US $40.05,N/A,"US $55.04 eBay International Shipping .  Located in: Naperville, IL, United States",https://www.ebay.com/itm/285820041847?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-10-31T20:20:55,Google Pixel 8 128GB Factory Unlocked - Excellent,US $299.99,N/A,"US $26.19 eBay International Shipping .  Located in: New York, NY, United States",https://www.ebay.com/itm/226959919179?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-10-31T20:20:55,Apple Watch Series 5 40mm 44mm GPS + WiFi + Cellular Pink Gold Space Gray Silver,US $84.99,N/A,Shipping info unavailable,https://www.ebay.com/itm/313943952880?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-10-31T20:20:55,Sony WH-CH720N Noise Canceling Wireless Headphones,US $49.99,US $149.99,Shipping info unavailable,https://www.ebay.com/itm/314505929469?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-10-31T20:20:55,Samsung Galaxy S21 5G SM-G991U1 128GB Unlocked Excellent,US $153.49,N/A,"US $29.29 eBay International Shipping .  Located in: Vernon Hills, IL, United States",https://www.ebay.com/itm/354341990110?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-10-31T20:20:55,Intel Core Ultra 9 Desktop Processor 285K - 24 cores (8 P-cores + 16 E-cores),US $529.99,US $599.99,Shipping info unavailable,https://www.ebay.com/itm/306007367634?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-10-31T20:20:55,"Bose Solo Soundbar 2 Home Theater, Certified Refurbished",US $129.00,US $199.00,Shipping info unavailable,https://www.ebay.com/itm/167031735841?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-10-31T20:20:55,"REDTIGER Dash Camera 4K Front and Rear Dash Cam Built-In WiFi & GPS, App control",US $64.49,US $129.49,Shipping info unavailable,https://www.ebay.com/itm/285933024479?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-10-31T20:20:55,Apple iPhone 14 Pro 512GB Fully Unlocked - Excellent,US $515.99,N/A,"US $32.56 eBay International Shipping .  Located in: New York, NY, United States",https://www.ebay.com/itm/326649259659?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-10-31T20:20:55,Apple iPhone 14 Pro Max 256GB Unlocked - Excellent,US $553.95,N/A,Shipping info unavailable,https://www.ebay.com/itm/386938357149?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-10-31T20:20:55,Sony WH-1000XM5/B Wireless Industry Leading Noise Canceling Bluetooth Headphones,US $179.99,US $399.99,Shipping info unavailable,https://www.ebay.com/itm/314074071401?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-10-31T20:20:55,NEW Nintendo Switch Lite 32GB Handheld Game Console + ✈️ FREE 2-DAY Shipping,US $189.95,N/A,Shipping info unavailable,https://www.ebay.com/itm/283834525231?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-10-31T20:20:55,Apple AirPods Pro 2nd Generation Gen 2 2023 A2968 with Magsafe USB-C Charging,US $142.95,N/A,"US $76.82 eBay International Shipping .  Located in: Naperville, IL, United States",https://www.ebay.com/itm/285636515887?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-10-31T20:20:55,"Proscan 10.1"" Tablet/Portable DVD Combo 2GB/32GB Multi-touch screen w/ HDMI",US $37.99,US $139.99,Shipping info unavailable,https://www.ebay.com/itm/364156102432?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-10-31T20:20:55,DELL Latitude Laptop: Intel i5! 16GB RAM! 256GB SSD! Zorin Core Edition!,US $139.95,US $239.95,"US $143.04 eBay International Shipping .  Located in: Walton, KY, United States",https://www.ebay.com/itm/116659802706?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-10-31T20:20:55,NEW UNLOCKED SAMSUNG GALAXY S20+ PLUS 5G SM-G986U 128GB BLACK GRAY GSM+CDMA,US $198.88,N/A,"US $30.63 eBay International Shipping .  Located in: Yuba City, CA, United States",https://www.ebay.com/itm/194520534603?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-10-31T20:20:55,"Toshiba MG08ACP16TE 16TB 512MB 7200RPM SATA 6.0Gb/s 3.5"" Internal Enterprise HDD",US $239.99,N/A,"US $52.94 eBay International Shipping .  Located in: La Puente, CA, United States",https://www.ebay.com/itm/167745461033?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014449
2025-10-31T20:20:55,Apple iPhone 16 Plus 256GB Unlocked AT&T T-Mobile Verizon Excellent Condition,US $676.95,N/A,Shipping info unavailable,https://www.ebay.com/itm/305910464635?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
2025-10-31T20:20:55,Samsung Galaxy S23 SM-S911U1 5G 128G 256GB Black Cream Green Unlocked,US $279.00,N/A,"US $33.00 eBay International Shipping .  Located in: Dallas, TX, United States",https://www.ebay.com/itm/126980765750?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
2025-10-31T20:20:55,Samsung Galaxy S22 Ultra 512GB S908U Unlocked - Very Good,US $325.99,N/A,Shipping info unavailable,https://www.ebay.com/itm/256483219243?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
2025-10-31T20:20:55,Apple iPhone 11 - 64GB 128GB 256GB - All Colors - Good Condition,US $160.00,N/A,"US $21.03 eBay International Shipping .  Located in: Tempe, AZ, United States",https://www.ebay.com/itm/275302165013?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014468
2025-10-31T20:20:55,N/A,N/A,N/A,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/cell-phones/all
2025-10-31T20:20:55,2025 Apple MacBook Air 13-inch M4 Chip 16GB RAM 512GB SSD Midnight MW133LL/A,US $899.00,N/A,"US $307.80 eBay International Shipping .  Located in: Carpinteria, CA, United States",https://www.ebay.com/itm/277116501953?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014452
2025-10-31T20:20:55,"Lenovo LOQ-E 15.6"" 144Hz Gaming Laptop i5-12450HX 16GB RAM 512GB SSD RTX 3050",US $539.99,US $880.99,Shipping info unavailable,https://www.ebay.com/itm/126480962681?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014452
2025-10-31T20:20:55,"2019 Apple MacBook Pro 16"" i7 2.6GHz/16GB/512GB (Space Gray) A2141 - w/Warranty",US $389.99,"US $2,399.00",Shipping info unavailable,https://www.ebay.com/itm/374766179675?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014452
2025-10-31T20:20:55,"HP Victus 15.6"" FHD 144Hz Gaming Laptop i7-13620H 16GB RAM 512GB SSD RTX 5060",US $949.99,"US $1,459.99",Shipping info unavailable,https://www.ebay.com/itm/297426192688?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014452
2025-10-31T20:20:55,N/A,N/A,N/A,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/laptops-netbooks/all
2025-10-31T20:20:55,"Ikelite Digital underwater camera housing 0299 w dual arm tray, dive photography",US $319.99,US $399.99,Shipping info unavailable,https://www.ebay.com/itm/186747734219?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014464
2025-10-31T20:20:55,Canon EOS R50 Mirrorless Camera Black + 3 Lens Kit 18-45mm + 32GB + Flash & More,US $789.95,"US $1,054.95",Shipping info unavailable,https://www.ebay.com/itm/336181434990?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014464
2025-10-31T20:20:55,Canon EOS R100 Mirrorless Digital Camera with RF-S 18-45mm IS STM Lens,US $549.95,US $649.00,Shipping info unavailable,https://www.ebay.com/itm/336086105423?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014464
2025-10-31T20:20:55,Canon EF 200mm f2.8 L II USM Lens #Q,US $400.70,US $430.86,Shipping info unavailable,https://www.ebay.com/itm/146853896899?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014464
2025-10-31T20:20:55,N/A,N/A,N/A,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/cameras-photo/all
2025-10-31T20:20:55,4K Mini Projector HY300 720P WiFi6 Bluetooth BT5.0 Cinema Portable Home Theaters,US $58.57,US $65.08,Free Standard Shipping from Greater China to worldwide,https://www.ebay.com/itm/126880579034?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014481
2025-10-31T20:20:55,"Bose TV Speaker Home Theater Soundbar, Certified Refurbished",US $159.00,US $279.00,Shipping info unavailable,https://www.ebay.com/itm/184706040293?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014481
2025-10-31T20:20:55,Originale LG TV Fernbedienung für AN-MR22GA | MR22GA,US $29.25,N/A,EUR 3.99 (approx US $4.61) Warenpost International Premium,https://www.ebay.com/itm/364970533033?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014481
2025-10-31T20:20:55,SPANA viark renovar todo tipo Renovar Servidor iks viark sat deco viark expira,US $58.00,N/A,"Free 2-3 day delivery Get it between Tue, Nov 4 and Wed, Nov 5 to 1107",https://www.ebay.com/itm/355931625894?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014481
2025-10-31T20:20:55,N/A,N/A,N/A,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/tv-video-home-audio/all
2025-10-31T20:20:55,"Apple iPad Pro 13"" 7th Gen M4 Chip, 512GB, Wi-Fi - Space Black - 1 YEAR WARRANTY",US $956.66,"US $1,699.00",Shipping info unavailable,https://www.ebay.com/itm/176904821354?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014454
2025-10-31T20:20:55,"2021 Apple iPad Pro 5 128GB WiFi Only 12.9"" - (Space Gray) A2378 w/Year Warranty",US $426.40,"US $1,099.00",Shipping info unavailable,https://www.ebay.com/itm/376476762053?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014454
2025-10-31T20:20:55,"Apple iPad Pro 13"" 7th Gen M4 Chip, 512GB, Wi-Fi - Silver - 1 YEAR WARRANTY",US $956.66,"US $1,699.00",Shipping info unavailable,https://www.ebay.com/itm/176904836915?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014454
2025-10-31T20:20:55,"Apple iPad Pro 11"" 5th Gen, M4 Chip, 512GB, Wi-Fi - Black - 1 YEAR WARRANTY",US $846.26,"US $1,699.00",Shipping info unavailable,https://www.ebay.com/itm/176908602230?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014454
2025-10-31T20:20:55,N/A,N/A,N/A,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/ipads-tablets-ereaders/all
2025-10-31T20:20:55,RULE OF ROSE PS2 NEW SEALED UK VERSION PLAYSTATION 2 WATA CGC UKG RGS GRADED PAL,US $225.49,N/A,Free FedEx internazionale,https://www.ebay.com/itm/286076527146?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014470
2025-10-31T20:20:55,Logitech G29/G923 F1 Open Wheel Mod 8+ Colours,US $52.04,N/A,EUR 12.00 (approx US $13.88) Spedizione internazionale standard,https://www.ebay.com/itm/396123066522?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014470
2025-10-31T20:20:55,Sony PS1 PlayStation 1 Console SCPH-7000 Boxed With Manual 6 Games Japanese,US $135.88,US $143.03,Shipping info unavailable,https://www.ebay.com/itm/387517188421?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014470
2025-10-31T20:20:55,GBA SP Housing Cover Case For Gameboy Advance SP Shell Limited Edition DIY New,US $21.45,N/A,Free Standard Int'l Shipping,https://www.ebay.com/itm/236097001497?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014470
2025-10-31T20:20:55,N/A,N/A,N/A,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/video-games-consoles/all
2025-10-31T20:20:55,Samsung Galaxy Buds 3 AI True Wireless Active Noise Cancelling Earbuds - Silver,US $74.95,N/A,"US $61.18 eBay International Shipping .  Located in: Naperville, IL, United States",https://www.ebay.com/itm/296840672810?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014474
2025-10-31T20:20:55,Samsung Galaxy Buds2 Pro R510 - Good,US $35.99,N/A,Shipping info unavailable,https://www.ebay.com/itm/256411723549?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014474
2025-10-31T20:20:55,Apple AirPods Pro (2nd Generation) with MagSafe Wireless Charging Case (USB-C),US $144.75,N/A,"US $77.24 eBay International Shipping .  Located in: Freeport, NY, United States",https://www.ebay.com/itm/266012284550?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014474
2025-10-31T20:20:55,Apple AirPods with USB-C Charging Case 4th Generation White MXP63LLA,US $94.99,US $149.99,Shipping info unavailable,https://www.ebay.com/itm/365506999272?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014474
2025-10-31T20:20:55,N/A,N/A,N/A,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/phone-cases-accessories/all
2025-10-31T20:20:55,REDTIGER F7NP 4K Dual Dash Camera Front and Rear Dash Cam WiFi with Hardwire Kit,US $75.99,US $135.99,US $53.66 eBay International Shipping .  Located in: United States,https://www.ebay.com/itm/285750006733?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014450
2025-10-31T20:20:55,WOLFBOX G840S 12”Mirror Dash Cam 4K Rear View Mirror Dash Camera Front and Rear,US $64.99,US $114.99,Shipping info unavailable,https://www.ebay.com/itm/225914453447?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014450
2025-10-31T20:20:55,REDTIGER 4K Dual Dash Camera Front and Rear Dash Cam WIFI&GPS With 32GB SD Card,US $64.49,N/A,Shipping info unavailable,https://www.ebay.com/itm/285048811662?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014450
2025-10-31T20:20:55,REDTIGER 4K Dash Cam Front and Rear Dual Dash Camera WIFI&GPS With 32GB SD Card,US $64.49,US $129.49,Shipping info unavailable,https://www.ebay.com/itm/285048811560?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014450
2025-10-31T20:20:55,N/A,N/A,N/A,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/vehicle-electronics-gps/all
2025-10-31T20:20:55,Netac M.2 2280 500GB 1TB NVMe PCIe4.0 Gen 4x4 Internal SSD with HeatSink for PC,US $69.00,N/A,"US $18.37 eBay International Shipping .  Located in: Hebron, KY, United States",https://www.ebay.com/itm/314521249683?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456
2025-10-31T20:20:55,"Seagate EXOS X16 16TB 256MB 7200rpm 3.5"" SATA 6Gb/s Enterprise HDD ST16000NM001G",US $249.99,N/A,"US $33.20 eBay International Shipping .  Located in: La Puente, CA, United States",https://www.ebay.com/itm/175804626117?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456
2025-10-31T20:20:55,"Seagate Exos 28TB 7.2K RPM SATA 6Gb/s 3.5"" Enterprise HDD - ST28000NM000C",US $398.99,US $499.99,"US $37.60 eBay International Shipping .  Located in: Sanford, FL, United States",https://www.ebay.com/itm/296879436001?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456
2025-10-31T20:20:55,Seagate 12TB ST12000NM007G Exos X16 7200RPM SATA 6Gb/s 256MB 3.5Inch Hard Drive,US $209.99,N/A,"US $32.02 eBay International Shipping .  Located in: La Puente, CA, United States",https://www.ebay.com/itm/177350466765?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456
2025-10-31T20:20:55,N/A,N/A,N/A,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/memory-drives-storage/all
2025-10-31T20:20:55,2 CARTUCCE HP 305XL 1 BK + 1 TRICOLOR ORIGINALI 3YM62AE + 3YM63AE,US $50.77,N/A,"Will ship to Lebanon. .  Located in: ITALIA, Italy",https://www.ebay.com/itm/133522301464?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472
2025-10-31T20:20:55,HPRT MT866 Portable Printer Wireless Travel Thermal Inkless Bluetooth Printer,US $84.55,N/A,"US $48.35 eBay International Shipping .  Located in: Carrollton, TX, United States",https://www.ebay.com/itm/176784481181?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472
2025-10-31T20:20:55,Original HP 21 XL schwarz C9351C ca. 475 Seiten OVP DATUM 2022-2023,US $57.79,N/A,EUR 16.00 (approx US $18.50) Warenpost International Premium,https://www.ebay.com/itm/296451065056?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472
2025-10-31T20:20:55,Original HP 301XL color OfficeJet 2620 2622 2624 4630 e-AiO DATUM 08/2019,US $46.22,N/A,EUR 16.00 (approx US $18.50) Warenpost International Premium,https://www.ebay.com/itm/296946807876?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472
2025-10-31T20:20:55,N/A,N/A,N/A,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/printers-printer-supplies/all
2025-10-31T20:20:55,Speaker Case Dust Cover Storage Bag Protective Bag for JBL PartyBox 310-320,US $36.40,N/A,GBP 0.98 (approx US $1.29) Standard Shipping from Greater China to worldwide,https://www.ebay.com/itm/157187749491?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460
2025-10-31T20:20:55,Samsung Galaxy Buds2 PRO Wireless SM-R510 Left Side Graphite (L)--Excellent,US $29.24,N/A,"US $18.20 eBay International Shipping .  Located in: Woodside, NY, United States",https://www.ebay.com/itm/296253152925?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460
2025-10-31T20:20:55,Apple iPod Shuffle 4th 5th 6th Generation 2GB - Brand New Battery FREE SHIPPING,US $57.21,N/A,C $5.49 (approx US $3.93) Standard Int'l Shipping,https://www.ebay.com/itm/175136106119?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460
2025-10-31T20:20:55,Anker Soundcore 2 Wireless Bluetooth Speaker Bass Dual-Driver IPX7 12W|Refurbish,US $27.99,US $44.99,Shipping info unavailable,https://www.ebay.com/itm/384702107204?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460
2025-10-31T20:20:55,N/A,N/A,N/A,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/headphones-portable-audio/all
2025-10-31T20:20:55,Canon EF 200mm f2.8 L II USM Lens #Q,US $400.70,US $430.86,Shipping info unavailable,https://www.ebay.com/itm/146853896899?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476
2025-10-31T20:20:55,Nikon FTZ II Mount Adapter,US $219.95,US $249.95,Shipping info unavailable,https://www.ebay.com/itm/225049340356?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476
2025-10-31T20:20:55,Canon RF 24-70mm f/2.8L IS USM Lens,"US $2,099.95","US $2,299.00",Shipping info unavailable,https://www.ebay.com/itm/324021848741?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476
2025-10-31T20:20:55,Fujifilm XF 16-80mm f/4 R OIS WR Lens,US $549.95,US $799.00,Shipping info unavailable,https://www.ebay.com/itm/326577238364?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476
2025-10-31T20:20:55,N/A,N/A,N/A,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/lenses-filters/all
2025-10-31T20:20:55,4K Mini Projector HY300 720P WiFi6 Bluetooth BT5.0 Cinema Portable Home Theaters,US $58.57,US $65.08,Free Standard Shipping from Greater China to worldwide,https://www.ebay.com/itm/126880579034?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488
2025-10-31T20:20:55,Arlo VMC4350P-100NAR Pro 4 Spotlight Camera 3 Pack Certified Refurbished,US $113.99,US $499.99,Shipping info unavailable,https://www.ebay.com/itm/136234873845?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488
2025-10-31T20:20:55,REDTIGER F7NP 4K Dual Dash Camera Front and Rear Dash Cam WiFi with Hardwire Kit,US $75.99,US $135.99,US $53.66 eBay International Shipping .  Located in: United States,https://www.ebay.com/itm/285750006733?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488
2025-10-31T20:20:55,Speaker Case Dust Cover Storage Bag Protective Bag for JBL PartyBox 310-320,US $36.40,N/A,GBP 0.98 (approx US $1.29) Standard Shipping from Greater China to worldwide,https://www.ebay.com/itm/157187749491?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488
2025-10-31T20:20:55,N/A,N/A,N/A,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/more-consumer-electronics/all
2025-10-31T20:20:55,Apple Pencil (USB-C) - White Stylus MUWA3AM/A with Pixel-Perfect Precision,US $51.75,US $79.00,"US $26.29 eBay International Shipping .  Located in: Naperville, IL, United States",https://www.ebay.com/itm/296262723993?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478
2025-10-31T20:20:55,Apple Pencil Pro MX2D3AM/A White for iPad Pro M4 & iPad Air M2 Authentic,US $82.89,US $150.00,"US $19.79 eBay International Shipping .  Located in: Naperville, IL, United States",https://www.ebay.com/itm/276648194139?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478
2025-10-31T20:20:55,Apple Pencil 2nd Generation - WHITE MU8F2AM/A,US $99.00,US $166.14,Shipping info unavailable,https://www.ebay.com/itm/167513764416?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478
2025-10-31T20:20:55,"Arabic Apple Magic Keyboard for M4 iPad Pro 11"" MWR03AB/A (White) - Open Box",US $179.99,US $299.00,Shipping info unavailable,https://www.ebay.com/itm/146882476180?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478
2025-10-31T20:20:55,N/A,N/A,N/A,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/computer-accessories/all
2025-10-31T20:20:55,Apple Watch Series 10 42mm (GPS + Cellular) Aluminum Case - Excellent,US $258.99,N/A,Shipping info unavailable,https://www.ebay.com/itm/256835722067?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466
2025-10-31T20:20:55,Apple iPhone 16 Plus 256GB Unlocked AT&T T-Mobile Verizon Excellent Condition,US $676.95,N/A,Shipping info unavailable,https://www.ebay.com/itm/305910464635?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466
2025-10-31T20:20:55,Samsung Galaxy S23 SM-S911U1 5G 128G 256GB Black Cream Green Unlocked,US $279.00,N/A,"US $33.00 eBay International Shipping .  Located in: Dallas, TX, United States",https://www.ebay.com/itm/126980765750?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466
2025-10-31T20:20:55,Samsung Galaxy S22 Ultra 512GB S908U Unlocked - Very Good,US $325.99,N/A,Shipping info unavailable,https://www.ebay.com/itm/256483219243?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466
2025-10-31T20:20:55,N/A,N/A,N/A,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/more-cell-phones-accessories/all
2025-10-31T20:20:55,Netac M.2 2280 500GB 1TB NVMe PCIe4.0 Gen 4x4 Internal SSD with HeatSink for PC,US $69.00,N/A,"US $18.37 eBay International Shipping .  Located in: Hebron, KY, United States",https://www.ebay.com/itm/314521249683?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490
2025-10-31T20:20:55,2 CARTUCCE HP 305XL 1 BK + 1 TRICOLOR ORIGINALI 3YM62AE + 3YM63AE,US $50.77,N/A,"Will ship to Lebanon. .  Located in: ITALIA, Italy",https://www.ebay.com/itm/133522301464?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490
2025-10-31T20:20:55,"Apple iPad Pro 13"" 7th Gen M4 Chip, 512GB, Wi-Fi - Space Black - 1 YEAR WARRANTY",US $956.66,"US $1,699.00",Shipping info unavailable,https://www.ebay.com/itm/176904821354?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490
2025-10-31T20:20:55,"AVG ULTIMATE 2025 10 PC 2 Jahre | TuneUp, Internet Security, VPN, Antitrack | UE",US $27.70,US $56.65,Free Express International,https://www.ebay.com/itm/122784107248?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490
2025-10-31T20:20:55,N/A,N/A,N/A,Shipping info unavailable,https://www.ebay.com/globaldeals/tech/more-computer-accessories/all
